---------------------------------------------
                   Orthogonal Coordinates  
 No.     Label    xo [Å]   yo [Å]   zo [Å]   
 152419.  Zn158     0.8747  -1.1954   1.1362
 152426.  Zn158     1.1362  -1.1954   0.8747
 152448.  Zn158     1.1954  -0.8747   1.1362
 152475.  Zn159     0.9961  -1.4164   1.1393
 152490.  Zn159     1.1393  -1.4164   0.9961
 152497.  Zn159     1.4164  -1.1393   0.9961
 152513.  Zn159     1.1393  -0.9961   1.4164
 152518.  Zn159     1.4164  -0.9961   1.1393
 152540.  Zn159     0.9961  -1.1393   1.4164
 152596.  Zn16      1.6467  -0.8063   0.8094
 152600.  Zn16      0.8063  -0.8094   1.6467
 152604.  Zn16      0.8094  -1.6467   0.8063
 152625.  Zn16      0.8063  -1.6467   0.8094
 152627.  Zn16      0.8094  -0.8063   1.6467
 152629.  Zn16      1.6467  -0.8094   0.8063
 152671.  Zn17      0.6319  -1.4506   1.0989
 152678.  Zn17      1.0989  -1.4506   0.6319
 152687.  Zn17      1.4506  -1.0989   0.6319
 152703.  Zn17      1.0989  -0.6319   1.4506
 152718.  Zn17      1.4506  -0.6319   1.0989
 152728.  Zn17      0.6319  -1.0989   1.4506
 152765.  Zn18      1.8460  -1.1674   1.4755
 152770.  Zn18      1.4755  -1.1674   1.8460
 152781.  Zn18      1.1674  -1.4755   1.8460
 152803.  Zn18      1.4755  -1.8460   1.1674
 152810.  Zn18      1.1674  -1.8460   1.4755
 152832.  Zn18      1.8460  -1.4755   1.1674
 152859.  Zn19      1.3292  -0.7347   0.6101
 152874.  Zn19      0.6101  -0.7347   1.3292
 152881.  Zn19      0.7347  -0.6101   1.3292
 152897.  Zn19      0.6101  -1.3292   0.7347
 152902.  Zn19      0.7347  -1.3292   0.6101
 152924.  Zn19      1.3292  -0.6101   0.7347
 152931.  Zn2       0.8841  -1.7152   1.2078
 152933.  Zn2       1.2078  -1.7152   0.8841
 152936.  Zn2       1.7152  -1.2078   0.8841
 152941.  Zn2       1.2078  -0.8841   1.7152
 152946.  Zn2       1.7152  -0.8841   1.2078
 152950.  Zn2       0.8841  -1.2078   1.7152
 153034.  Zn21      1.1425  -1.7028   0.8779
 153035.  Zn21      1.7028  -0.8779   1.1425
 153036.  Zn21      0.8779  -1.1425   1.7028
 153043.  Zn21      1.7028  -1.1425   0.8779
 153044.  Zn21      0.8779  -1.7028   1.1425
 153045.  Zn21      1.1425  -0.8779   1.7028
 153123.  Zn22      1.3261  -1.1985   1.5689
 153125.  Zn22      1.5689  -1.1985   1.3261
 153128.  Zn22      1.1985  -1.5689   1.3261
 153133.  Zn22      1.5689  -1.3261   1.1985
 153138.  Zn22      1.1985  -1.3261   1.5689
 153142.  Zn22      1.3261  -1.5689   1.1985
 153218.  Zn23      1.3137  -0.7098   0.9463
 153220.  Zn23      0.9463  -0.7098   1.3137
 153223.  Zn23      0.7098  -0.9463   1.3137
 153231.  Zn23      0.9463  -1.3137   0.7098
 153233.  Zn23      0.7098  -1.3137   0.9463
 153240.  Zn23      1.3137  -0.9463   0.7098
 153313.  Zn24      0.6662  -0.9993   1.1642
 153318.  Zn24      1.1642  -0.9993   0.6662
 153321.  Zn24      0.9993  -1.1642   0.6662
 153326.  Zn24      1.1642  -0.6662   0.9993
 153328.  Zn24      0.9993  -0.6662   1.1642
 153335.  Zn24      0.6662  -1.1642   0.9993
 153462.  Zn26      1.0242  -1.7931   0.6631
 153463.  Zn26      1.7931  -0.6631   1.0242
 153467.  Zn26      0.6631  -1.0242   1.7931
 153487.  Zn26      1.7931  -1.0242   0.6631
 153492.  Zn26      0.6631  -1.7931   1.0242
 153494.  Zn26      1.0242  -0.6631   1.7931
 153536.  Zn27      1.1300  -1.9020   1.7183
 153541.  Zn27      1.7183  -1.9020   1.1300
 153552.  Zn27      1.9020  -1.7183   1.1300
 153565.  Zn27      1.7183  -1.1300   1.9020
 153581.  Zn27      1.9020  -1.1300   1.7183
 153594.  Zn27      1.1300  -1.7183   1.9020
 153630.  Zn28      1.5222  -0.5448   1.0677
 153636.  Zn28      1.0677  -0.5448   1.5222
 153643.  Zn28      0.5448  -1.0677   1.5222
 153668.  Zn28      1.0677  -1.5222   0.5448
 153673.  Zn28      0.5448  -1.5222   1.0677
 153695.  Zn28      1.5222  -1.0677   0.5448
 153721.  Zn29      0.2802  -1.3759   0.6101
 153737.  Zn29      0.6101  -1.3759   0.2802
 153746.  Zn29      1.3759  -0.6101   0.2802
 153762.  Zn29      0.6101  -0.2802   1.3759
 153768.  Zn29      1.3759  -0.2802   0.6101
 153787.  Zn29      0.2802  -0.6101   1.3759
 153794.  Zn3       1.5160  -1.0055   1.4662
 153796.  Zn3       1.4662  -1.0055   1.5160
 153799.  Zn3       1.0055  -1.4662   1.5160
 153807.  Zn3       1.4662  -1.5160   1.0055
 153809.  Zn3       1.0055  -1.5160   1.4662
 153816.  Zn3       1.5160  -1.4662   1.0055
 153941.  Zn31      1.7028  -1.1611   0.6880
 153945.  Zn31      1.1611  -0.6880   1.7028
 153946.  Zn31      0.6880  -1.7028   1.1611
 153968.  Zn31      1.1611  -1.7028   0.6880
 153970.  Zn31      0.6880  -1.1611   1.7028
 153975.  Zn31      1.7028  -0.6880   1.1611
 154017.  Zn32      0.8125  -1.4631   1.1456
 154023.  Zn32      1.1456  -1.4631   0.8125
 154030.  Zn32      1.4631  -1.1456   0.8125
 154046.  Zn32      1.1456  -0.8125   1.4631
 154060.  Zn32      1.4631  -0.8125   1.1456
 154073.  Zn32      0.8125  -1.1456   1.4631
 154108.  Zn33      1.7152  -1.0304   1.6467
 154115.  Zn33      1.6467  -1.0304   1.7152
 154124.  Zn33      1.0304  -1.6467   1.7152
 154149.  Zn33      1.6467  -1.7152   1.0304
 154155.  Zn33      1.0304  -1.7152   1.6467
 154174.  Zn33      1.7152  -1.6467   1.0304
 154202.  Zn34      1.0210  -0.4794   0.7502
 154216.  Zn34      0.7502  -0.4794   1.0210
 154227.  Zn34      0.4794  -0.7502   1.0210
 154240.  Zn34      0.7502  -1.0210   0.4794
 154247.  Zn34      0.4794  -1.0210   0.7502
 154269.  Zn34      1.0210  -0.7502   0.4794
 154324.  Zn36      1.2576  -1.3604   0.6880
 154328.  Zn36      1.3604  -0.6880   1.2576
 154332.  Zn36      0.6880  -1.2576   1.3604
 154353.  Zn36      1.3604  -1.2576   0.6880
 154355.  Zn36      0.6880  -1.3604   1.2576
 154357.  Zn36      1.2576  -0.6880   1.3604
 154399.  Zn37      1.1891  -1.3541   1.5814
 154406.  Zn37      1.5814  -1.3541   1.1891
 154415.  Zn37      1.3541  -1.5814   1.1891
 154431.  Zn37      1.5814  -1.1891   1.3541
 154446.  Zn37      1.3541  -1.1891   1.5814
 154456.  Zn37      1.1891  -1.5814   1.3541
 154493.  Zn38      1.7059  -0.8063   0.8561
 154498.  Zn38      0.8561  -0.8063   1.7059
 154509.  Zn38      0.8063  -0.8561   1.7059
 154531.  Zn38      0.8561  -1.7059   0.8063
 154538.  Zn38      0.8063  -1.7059   0.8561
 154560.  Zn38      1.7059  -0.8561   0.8063
 154587.  Zn39      0.8716  -1.0740   0.8094
 154602.  Zn39      0.8094  -1.0740   0.8716
 154609.  Zn39      1.0740  -0.8094   0.8716
 154625.  Zn39      0.8094  -0.8716   1.0740
 154630.  Zn39      1.0740  -0.8716   0.8094
 154652.  Zn39      0.8716  -0.8094   1.0740
 154657.  Zn4       0.8094  -0.8779   0.6942
 154662.  Zn4       0.6942  -0.8779   0.8094
 154665.  Zn4       0.8779  -0.6942   0.8094
 154670.  Zn4       0.6942  -0.8094   0.8779
 154672.  Zn4       0.8779  -0.8094   0.6942
 154679.  Zn4       0.8094  -0.6942   0.8779
 154762.  Zn41      0.6848  -1.0615   0.5666
 154763.  Zn41      1.0615  -0.5666   0.6848
 154764.  Zn41      0.5666  -0.6848   1.0615
 154771.  Zn41      1.0615  -0.6848   0.5666
 154772.  Zn41      0.5666  -1.0615   0.6848
 154773.  Zn41      0.6848  -0.5666   1.0615
 154851.  Zn42      1.5378  -1.6561   0.8872
 154853.  Zn42      0.8872  -1.6561   1.5378
 154856.  Zn42      1.6561  -0.8872   1.5378
 154861.  Zn42      0.8872  -1.5378   1.6561
 154866.  Zn42      1.6561  -1.5378   0.8872
 154870.  Zn42      1.5378  -0.8872   1.6561
 154946.  Zn43      1.6374  -1.3074   0.8810
 154948.  Zn43      0.8810  -1.3074   1.6374
 154951.  Zn43      1.3074  -0.8810   1.6374
 154959.  Zn43      0.8810  -1.6374   1.3074
 154961.  Zn43      1.3074  -1.6374   0.8810
 154968.  Zn43      1.6374  -0.8810   1.3074
 155041.  Zn44      1.4662  -1.3417   0.5666
 155046.  Zn44      0.5666  -1.3417   1.4662
 155049.  Zn44      1.3417  -0.5666   1.4662
 155054.  Zn44      0.5666  -1.4662   1.3417
 155056.  Zn44      1.3417  -1.4662   0.5666
 155063.  Zn44      1.4662  -0.5666   1.3417
 155190.  Zn46      1.5253  -0.7315   0.7658
 155191.  Zn46      0.7315  -0.7658   1.5253
 155195.  Zn46      0.7658  -1.5253   0.7315
 155215.  Zn46      0.7315  -1.5253   0.7658
 155220.  Zn46      0.7658  -0.7315   1.5253
 155222.  Zn46      1.5253  -0.7658   0.7315
 155264.  Zn47      0.5634  -1.7215   0.8218
 155269.  Zn47      0.8218  -1.7215   0.5634
 155280.  Zn47      1.7215  -0.8218   0.5634
 155293.  Zn47      0.8218  -0.5634   1.7215
 155309.  Zn47      1.7215  -0.5634   0.8218
 155322.  Zn47      0.5634  -0.8218   1.7215
 155358.  Zn48      1.4537  -1.6903   1.4039
 155364.  Zn48      1.4039  -1.6903   1.4537
 155371.  Zn48      1.6903  -1.4039   1.4537
 155396.  Zn48      1.4039  -1.4537   1.6903
 155401.  Zn48      1.6903  -1.4537   1.4039
 155423.  Zn48      1.4537  -1.4039   1.6903
 155449.  Zn49      1.2794  -0.9152   0.6848
 155465.  Zn49      0.6848  -0.9152   1.2794
 155474.  Zn49      0.9152  -0.6848   1.2794
 155490.  Zn49      0.6848  -1.2794   0.9152
 155496.  Zn49      0.9152  -1.2794   0.6848
 155515.  Zn49      1.2794  -0.6848   0.9152
 155573.  Zn51      0.6848  -1.0771   0.8125
 155577.  Zn51      1.0771  -0.8125   0.6848
 155578.  Zn51      0.8125  -0.6848   1.0771
 155600.  Zn51      1.0771  -0.6848   0.8125
 155602.  Zn51      0.8125  -1.0771   0.6848
 155607.  Zn51      0.6848  -0.8125   1.0771
 155649.  Zn52      1.5253  -1.4631   1.2576
 155655.  Zn52      1.2576  -1.4631   1.5253
 155662.  Zn52      1.4631  -1.2576   1.5253
 155678.  Zn52      1.2576  -1.5253   1.4631
 155692.  Zn52      1.4631  -1.5253   1.2576
 155705.  Zn52      1.5253  -1.2576   1.4631
 155740.  Zn53      1.4039  -1.1705   0.6226
 155747.  Zn53      0.6226  -1.1705   1.4039
 155756.  Zn53      1.1705  -0.6226   1.4039
 155781.  Zn53      0.6226  -1.4039   1.1705
 155787.  Zn53      1.1705  -1.4039   0.6226
 155806.  Zn53      1.4039  -0.6226   1.1705
 155834.  Zn54      1.1456  -1.6530   0.8187
 155848.  Zn54      0.8187  -1.6530   1.1456
 155859.  Zn54      1.6530  -0.8187   1.1456
 155872.  Zn54      0.8187  -1.1456   1.6530
 155879.  Zn54      1.6530  -1.1456   0.8187
 155901.  Zn54      1.1456  -0.8187   1.6530
 155956.  Zn56      1.3977  -0.8654   0.6848
 155960.  Zn56      0.8654  -0.6848   1.3977
 155964.  Zn56      0.6848  -1.3977   0.8654
 155985.  Zn56      0.8654  -1.3977   0.6848
 155987.  Zn56      0.6848  -0.8654   1.3977
 155989.  Zn56      1.3977  -0.6848   0.8654
 156031.  Zn57      0.7658  -1.7775   0.5852
 156038.  Zn57      0.5852  -1.7775   0.7658
 156047.  Zn57      1.7775  -0.5852   0.7658
 156063.  Zn57      0.5852  -0.7658   1.7775
 156078.  Zn57      1.7775  -0.7658   0.5852
 156088.  Zn57      0.7658  -0.5852   1.7775
 156125.  Zn58      1.5845  -1.4288   1.6032
 156130.  Zn58      1.6032  -1.4288   1.5845
 156141.  Zn58      1.4288  -1.6032   1.5845
 156163.  Zn58      1.6032  -1.5845   1.4288
 156170.  Zn58      1.4288  -1.5845   1.6032
 156192.  Zn58      1.5845  -1.6032   1.4288
 156219.  Zn59      1.4911  -0.7533   0.6880
 156234.  Zn59      0.6880  -0.7533   1.4911
 156241.  Zn59      0.7533  -0.6880   1.4911
 156257.  Zn59      0.6880  -1.4911   0.7533
 156262.  Zn59      0.7533  -1.4911   0.6880
 156284.  Zn59      1.4911  -0.6880   0.7533
 156342.  Zn6       1.3884  -2.0452   1.7682
 156343.  Zn6       2.0452  -1.7682   1.3884
 156347.  Zn6       1.7682  -1.3884   2.0452
 156367.  Zn6       2.0452  -1.3884   1.7682
 156372.  Zn6       1.7682  -2.0452   1.3884
 156374.  Zn6       1.3884  -1.7682   2.0452
 156394.  Zn61      2.2507  -1.5502   0.9993
 156395.  Zn61      1.5502  -0.9993   2.2507
 156396.  Zn61      0.9993  -2.2507   1.5502
 156403.  Zn61      1.5502  -2.2507   0.9993
 156404.  Zn61      0.9993  -1.5502   2.2507
 156405.  Zn61      2.2507  -0.9993   1.5502
 156483.  Zn62      0.2864  -1.1487   1.7152
 156485.  Zn62      1.7152  -1.1487   0.2864
 156488.  Zn62      1.1487  -1.7152   0.2864
 156493.  Zn62      1.7152  -0.2864   1.1487
 156498.  Zn62      1.1487  -0.2864   1.7152
 156502.  Zn62      0.2864  -1.7152   1.1487
 156578.  Zn63      1.3386  -0.6537   1.9114
 156580.  Zn63      1.9114  -0.6537   1.3386
 156583.  Zn63      0.6537  -1.9114   1.3386
 156591.  Zn63      1.9114  -1.3386   0.6537
 156593.  Zn63      0.6537  -1.3386   1.9114
 156600.  Zn63      1.3386  -1.9114   0.6537
 156673.  Zn64      0.4483  -0.2739   1.0179
 156678.  Zn64      1.0179  -0.2739   0.4483
 156681.  Zn64      0.2739  -1.0179   0.4483
 156686.  Zn64      1.0179  -0.4483   0.2739
 156688.  Zn64      0.2739  -0.4483   1.0179
 156695.  Zn64      0.4483  -1.0179   0.2739
 156822.  Zn66      0.8779  -1.3168   1.1985
 156823.  Zn66      1.3168  -1.1985   0.8779
 156827.  Zn66      1.1985  -0.8779   1.3168
 156847.  Zn66      1.3168  -0.8779   1.1985
 156852.  Zn66      1.1985  -1.3168   0.8779
 156854.  Zn66      0.8779  -1.1985   1.3168
 156896.  Zn67      1.4413  -1.0709   1.3697
 156901.  Zn67      1.3697  -1.0709   1.4413
 156912.  Zn67      1.0709  -1.3697   1.4413
 156925.  Zn67      1.3697  -1.4413   1.0709
 156941.  Zn67      1.0709  -1.4413   1.3697
 156954.  Zn67      1.4413  -1.3697   1.0709
 156990.  Zn68      1.0148  -0.9712   0.8405
 156996.  Zn68      0.8405  -0.9712   1.0148
 157003.  Zn68      0.9712  -0.8405   1.0148
 157028.  Zn68      0.8405  -1.0148   0.9712
 157033.  Zn68      0.9712  -1.0148   0.8405
 157055.  Zn68      1.0148  -0.8405   0.9712
 157081.  Zn69      0.8965  -1.4071   1.2701
 157097.  Zn69      1.2701  -1.4071   0.8965
 157106.  Zn69      1.4071  -1.2701   0.8965
 157122.  Zn69      1.2701  -0.8965   1.4071
 157128.  Zn69      1.4071  -0.8965   1.2701
 157147.  Zn69      0.8965  -1.2701   1.4071
 157184.  Zn7       0.6288  -0.8000   1.9861
 157189.  Zn7       1.9861  -0.8000   0.6288
 157200.  Zn7       0.8000  -1.9861   0.6288
 157213.  Zn7       1.9861  -0.6288   0.8000
 157229.  Zn7       0.8000  -0.6288   1.9861
 157242.  Zn7       0.6288  -1.9861   0.8000
 157301.  Zn71      0.9370  -0.7845   0.7035
 157305.  Zn71      0.7845  -0.7035   0.9370
 157306.  Zn71      0.7035  -0.9370   0.7845
 157328.  Zn71      0.7845  -0.9370   0.7035
 157330.  Zn71      0.7035  -0.7845   0.9370
 157335.  Zn71      0.9370  -0.7035   0.7845
 157377.  Zn72      1.5191  -1.4288   0.8343
 157383.  Zn72      0.8343  -1.4288   1.5191
 157390.  Zn72      1.4288  -0.8343   1.5191
 157406.  Zn72      0.8343  -1.5191   1.4288
 157420.  Zn72      1.4288  -1.5191   0.8343
 157433.  Zn72      1.5191  -0.8343   1.4288
 157468.  Zn73      1.7121  -1.2358   0.8872
 157475.  Zn73      0.8872  -1.2358   1.7121
 157484.  Zn73      1.2358  -0.8872   1.7121
 157509.  Zn73      0.8872  -1.7121   1.2358
 157515.  Zn73      1.2358  -1.7121   0.8872
 157534.  Zn73      1.7121  -0.8872   1.2358
 157562.  Zn74      1.6032  -1.2607   0.6942
 157576.  Zn74      0.6942  -1.2607   1.6032
 157587.  Zn74      1.2607  -0.6942   1.6032
 157600.  Zn74      0.6942  -1.6032   1.2607
 157607.  Zn74      1.2607  -1.6032   0.6942
 157629.  Zn74      1.6032  -0.6942   1.2607
 157684.  Zn76      1.2047  -1.9923   1.3946
 157688.  Zn76      1.9923  -1.3946   1.2047
 157692.  Zn76      1.3946  -1.2047   1.9923
 157713.  Zn76      1.9923  -1.2047   1.3946
 157715.  Zn76      1.3946  -1.9923   1.2047
 157717.  Zn76      1.2047  -1.3946   1.9923
 157759.  Zn77      1.0024  -0.9277   1.7433
 157766.  Zn77      1.7433  -0.9277   1.0024
 157775.  Zn77      0.9277  -1.7433   1.0024
 157791.  Zn77      1.7433  -1.0024   0.9277
 157806.  Zn77      0.9277  -1.0024   1.7433
 157816.  Zn77      1.0024  -1.7433   0.9277
 157853.  Zn78      0.8747  -0.3455   1.3884
 157858.  Zn78      1.3884  -0.3455   0.8747
 157869.  Zn78      0.3455  -1.3884   0.8747
 157891.  Zn78      1.3884  -0.8747   0.3455
 157898.  Zn78      0.3455  -0.8747   1.3884
 157920.  Zn78      0.8747  -1.3884   0.3455
 157947.  Zn79      0.4794  -0.8934   1.3759
 157962.  Zn79      1.3759  -0.8934   0.4794
 157969.  Zn79      0.8934  -1.3759   0.4794
 157985.  Zn79      1.3759  -0.4794   0.8934
 157990.  Zn79      0.8934  -0.4794   1.3759
 158012.  Zn79      0.4794  -1.3759   0.8934
 158046.  Zn8       0.5728  -0.3611   1.4631
 158052.  Zn8       1.4631  -0.3611   0.5728
 158059.  Zn8       0.3611  -1.4631   0.5728
 158084.  Zn8       1.4631  -0.5728   0.3611
 158089.  Zn8       0.3611  -0.5728   1.4631
 158111.  Zn8       0.5728  -1.4631   0.3611
 158122.  Zn81      1.1611  -1.0242   0.8000
 158123.  Zn81      1.0242  -0.8000   1.1611
 158124.  Zn81      0.8000  -1.1611   1.0242
 158131.  Zn81      1.0242  -1.1611   0.8000
 158132.  Zn81      0.8000  -1.0242   1.1611
 158133.  Zn81      1.1611  -0.8000   1.0242
 158211.  Zn82      1.1393  -1.5191   1.0335
 158213.  Zn82      1.0335  -1.5191   1.1393
 158216.  Zn82      1.5191  -1.0335   1.1393
 158221.  Zn82      1.0335  -1.1393   1.5191
 158226.  Zn82      1.5191  -1.1393   1.0335
 158230.  Zn82      1.1393  -1.0335   1.5191
 158306.  Zn83      1.5969  -1.2452   1.0677
 158308.  Zn83      1.0677  -1.2452   1.5969
 158311.  Zn83      1.2452  -1.0677   1.5969
 158319.  Zn83      1.0677  -1.5969   1.2452
 158321.  Zn83      1.2452  -1.5969   1.0677
 158328.  Zn83      1.5969  -1.0677   1.2452
 158401.  Zn84      1.1736  -1.0740   0.8156
 158406.  Zn84      0.8156  -1.0740   1.1736
 158409.  Zn84      1.0740  -0.8156   1.1736
 158414.  Zn84      0.8156  -1.1736   1.0740
 158416.  Zn84      1.0740  -1.1736   0.8156
 158423.  Zn84      1.1736  -0.8156   1.0740
 158550.  Zn86      0.5728  -0.5977   1.2452
 158551.  Zn86      0.5977  -1.2452   0.5728
 158555.  Zn86      1.2452  -0.5728   0.5977
 158575.  Zn86      0.5977  -0.5728   1.2452
 158580.  Zn86      1.2452  -0.5977   0.5728
 158582.  Zn86      0.5728  -1.2452   0.5977
 158624.  Zn87      1.7090  -0.8903   0.7098
 158629.  Zn87      0.7098  -0.8903   1.7090
 158640.  Zn87      0.8903  -0.7098   1.7090
 158653.  Zn87      0.7098  -1.7090   0.8903
 158669.  Zn87      0.8903  -1.7090   0.7098
 158682.  Zn87      1.7090  -0.7098   0.8903
 158718.  Zn88      1.0024  -1.5752   0.5603
 158724.  Zn88      0.5603  -1.5752   1.0024
 158731.  Zn88      1.5752  -0.5603   1.0024
 158756.  Zn88      0.5603  -1.0024   1.5752
 158761.  Zn88      1.5752  -1.0024   0.5603
 158783.  Zn88      1.0024  -0.5603   1.5752
 158809.  Zn89      1.7495  -1.7837   1.1985
 158825.  Zn89      1.1985  -1.7837   1.7495
 158834.  Zn89      1.7837  -1.1985   1.7495
 158850.  Zn89      1.1985  -1.7495   1.7837
 158856.  Zn89      1.7837  -1.7495   1.1985
 158875.  Zn89      1.7495  -1.1985   1.7837
 158905.  Zn9       0.2148  -0.8685   1.4693
 158921.  Zn9       1.4693  -0.8685   0.2148
 158930.  Zn9       0.8685  -1.4693   0.2148
 158946.  Zn9       1.4693  -0.2148   0.8685
 158952.  Zn9       0.8685  -0.2148   1.4693
 158971.  Zn9       0.2148  -1.4693   0.8685
 159029.  Zn91      1.2670  -1.4849   1.4320
 159033.  Zn91      1.4849  -1.4320   1.2670
 159034.  Zn91      1.4320  -1.2670   1.4849
 159056.  Zn91      1.4849  -1.2670   1.4320
 159058.  Zn91      1.4320  -1.4849   1.2670
 159063.  Zn91      1.2670  -1.4320   1.4849
 159105.  Zn92      1.3074  -0.6537   1.3510
 159111.  Zn92      1.3510  -0.6537   1.3074
 159118.  Zn92      0.6537  -1.3510   1.3074
 159134.  Zn92      1.3510  -1.3074   0.6537
 159148.  Zn92      0.6537  -1.3074   1.3510
 159161.  Zn92      1.3074  -1.3510   0.6537
 159196.  Zn93      0.8063  -0.7004   1.1269
 159203.  Zn93      1.1269  -0.7004   0.8063
 159212.  Zn93      0.7004  -1.1269   0.8063
 159237.  Zn93      1.1269  -0.8063   0.7004
 159243.  Zn93      0.7004  -0.8063   1.1269
 159262.  Zn93      0.8063  -1.1269   0.7004
 159290.  Zn94      0.7845  -1.0989   1.6467
 159304.  Zn94      1.6467  -1.0989   0.7845
 159315.  Zn94      1.0989  -1.6467   0.7845
 159328.  Zn94      1.6467  -0.7845   1.0989
 159335.  Zn94      1.0989  -0.7845   1.6467
 159357.  Zn94      0.7845  -1.6467   1.0989
 159412.  Zn96      1.3977  -1.3074   0.8592
 159416.  Zn96      1.3074  -0.8592   1.3977
 159420.  Zn96      0.8592  -1.3977   1.3074
 159441.  Zn96      1.3074  -1.3977   0.8592
 159443.  Zn96      0.8592  -1.3074   1.3977
 159445.  Zn96      1.3977  -0.8592   1.3074
 159487.  Zn97      0.7471  -1.6934   1.3821
 159494.  Zn97      1.3821  -1.6934   0.7471
 159503.  Zn97      1.6934  -1.3821   0.7471
 159519.  Zn97      1.3821  -0.7471   1.6934
 159534.  Zn97      1.6934  -0.7471   1.3821
 159544.  Zn97      0.7471  -1.3821   1.6934
 159581.  Zn98      1.3853  -1.0242   1.3323
 159586.  Zn98      1.3323  -1.0242   1.3853
 159597.  Zn98      1.0242  -1.3323   1.3853
 159619.  Zn98      1.3323  -1.3853   1.0242
 159626.  Zn98      1.0242  -1.3853   1.3323
 159648.  Zn98      1.3853  -1.3323   1.0242
 159675.  Zn99      0.6444  -1.0584   0.7378
 159690.  Zn99      0.7378  -1.0584   0.6444
 159697.  Zn99      1.0584  -0.7378   0.6444
 159713.  Zn99      0.7378  -0.6444   1.0584
 159718.  Zn99      1.0584  -0.6444   0.7378
 159740.  Zn99      0.6444  -0.7378   1.0584
